eval_idx,native_vs_big_top1_match,native_vs_big_kl_p_to_q,native_vs_big_kl_q_to_p,native_vs_big_js,native_vs_big_tv,native_vs_big_accept_mass,native_vs_big_top5_overlap,native_vs_big_draft_prob_on_target_top1,native_vs_big_target_prob_on_target_top1,translated_vs_big_top1_match,translated_vs_big_kl_p_to_q,translated_vs_big_kl_q_to_p,translated_vs_big_js,translated_vs_big_tv,translated_vs_big_accept_mass,translated_vs_big_top5_overlap,translated_vs_big_draft_prob_on_target_top1,translated_vs_big_target_prob_on_target_top1,translated_vs_native_top1_match,translated_vs_native_kl_p_to_q,translated_vs_native_kl_q_to_p,translated_vs_native_js,translated_vs_native_tv,translated_vs_native_accept_mass,translated_vs_native_top5_overlap,translated_vs_native_draft_prob_on_target_top1,translated_vs_native_target_prob_on_target_top1,konly_vs_big_top1_match,konly_vs_big_kl_p_to_q,konly_vs_big_kl_q_to_p,konly_vs_big_js,konly_vs_big_tv,konly_vs_big_accept_mass,konly_vs_big_top5_overlap,konly_vs_big_draft_prob_on_target_top1,konly_vs_big_target_prob_on_target_top1,konly_vs_native_top1_match,konly_vs_native_kl_p_to_q,konly_vs_native_kl_q_to_p,konly_vs_native_js,konly_vs_native_tv,konly_vs_native_accept_mass,konly_vs_native_top5_overlap,konly_vs_native_draft_prob_on_target_top1,konly_vs_native_target_prob_on_target_top1,vonly_vs_big_top1_match,vonly_vs_big_kl_p_to_q,vonly_vs_big_kl_q_to_p,vonly_vs_big_js,vonly_vs_big_tv,vonly_vs_big_accept_mass,vonly_vs_big_top5_overlap,vonly_vs_big_draft_prob_on_target_top1,vonly_vs_big_target_prob_on_target_top1,vonly_vs_native_top1_match,vonly_vs_native_kl_p_to_q,vonly_vs_native_kl_q_to_p,vonly_vs_native_js,vonly_vs_native_tv,vonly_vs_native_accept_mass,vonly_vs_native_top5_overlap,vonly_vs_native_draft_prob_on_target_top1,vonly_vs_native_target_prob_on_target_top1,layer0k_native_vs_big_top1_match,layer0k_native_vs_big_kl_p_to_q,layer0k_native_vs_big_kl_q_to_p,layer0k_native_vs_big_js,layer0k_native_vs_big_tv,layer0k_native_vs_big_accept_mass,layer0k_native_vs_big_top5_overlap,layer0k_native_vs_big_draft_prob_on_target_top1,layer0k_native_vs_big_target_prob_on_target_top1,layer0k_native_vs_native_top1_match,layer0k_native_vs_native_kl_p_to_q,layer0k_native_vs_native_kl_q_to_p,layer0k_native_vs_native_js,layer0k_native_vs_native_tv,layer0k_native_vs_native_accept_mass,layer0k_native_vs_native_top5_overlap,layer0k_native_vs_native_draft_prob_on_target_top1,layer0k_native_vs_native_target_prob_on_target_top1,identity_vs_big_top1_match,identity_vs_big_kl_p_to_q,identity_vs_big_kl_q_to_p,identity_vs_big_js,identity_vs_big_tv,identity_vs_big_accept_mass,identity_vs_big_top5_overlap,identity_vs_big_draft_prob_on_target_top1,identity_vs_big_target_prob_on_target_top1
0,1.0,0.003607414197176695,0.005292369984090328,0.0009287755819968879,0.003799016587436199,0.9962009191513062,0.800000011920929,0.9909016489982605,0.9899811148643494,0.0,2.5467770099639893,8.626261711120605,0.5409799218177795,0.9170873165130615,0.08291281759738922,0.6000000238418579,0.07375311106443405,0.9899811148643494,0.0,2.548902988433838,7.861022472381592,0.5414973497390747,0.9173984527587891,0.08260183036327362,0.6000000238418579,0.07375311106443405,0.9909016489982605,1.0,0.2595382630825043,0.8435841202735901,0.08308949321508408,0.24893885850906372,0.751061201095581,0.800000011920929,0.7417995929718018,0.9899811148643494,1.0,0.2612207233905792,0.8279545307159424,0.08395318686962128,0.2491658478975296,0.7508342266082764,0.800000011920929,0.7417995929718018,0.9909016489982605,0.0,1.8547621965408325,7.835832118988037,0.45645296573638916,0.8416792154312134,0.158320814371109,0.4000000059604645,0.1491076946258545,0.9899811148643494,0.0,1.8544212579727173,7.030627250671387,0.4559255838394165,0.8419966697692871,0.158003568649292,0.4000000059604645,0.1491076946258545,0.9909016489982605,0.0,2.930103063583374,9.30562973022461,0.5759124755859375,0.9406114220619202,0.05938876420259476,0.4000000059604645,0.05024039000272751,0.9899811148643494,0.0,2.930785655975342,8.519688606262207,0.5755922198295593,0.9409245848655701,0.05907570570707321,0.4000000059604645,0.05024039000272751,0.9909016489982605,0.0,12.303993225097656,19.311405181884766,0.6921737194061279,0.999434769153595,0.0005650646635331213,0.0,4.3666118472174276e-06,0.9899811148643494
1,1.0,0.2451205551624298,0.15574587881565094,0.03946511447429657,0.1775369644165039,0.82246333360672,0.6000000238418579,0.621199369430542,0.5197128057479858,0.0,1.9919915199279785,3.2932839393615723,0.4036572277545929,0.7506030201911926,0.24939724802970886,0.6000000238418579,0.025589361786842346,0.5197128057479858,0.0,2.23958683013916,3.0351345539093018,0.425830215215683,0.7831342220306396,0.21686600148677826,0.6000000238418579,0.025589361786842346,0.621199369430542,0.0,0.5814247131347656,0.8617525696754456,0.14313656091690063,0.47059404850006104,0.5294063091278076,0.6000000238418579,0.1966826617717743,0.5197128057479858,0.0,0.532855212688446,0.7105003595352173,0.13122160732746124,0.4447299838066101,0.5552703142166138,0.6000000238418579,0.1966826617717743,0.621199369430542,0.0,2.1711912155151367,3.4526772499084473,0.4374149441719055,0.8091102838516235,0.19088995456695557,0.4000000059604645,0.023056352511048317,0.5197128057479858,0.0,2.3794686794281006,3.1460349559783936,0.4480728805065155,0.8012988567352295,0.19870145618915558,0.4000000059604645,0.023056352511048317,0.621199369430542,0.0,1.8375523090362549,3.128215789794922,0.3841782510280609,0.7261782884597778,0.2738219201564789,0.6000000238418579,0.03227956220507622,0.5197128057479858,0.0,2.0617787837982178,2.885936737060547,0.40745899081230164,0.7711150646209717,0.22888503968715668,0.6000000238418579,0.03227956220507622,0.621199369430542,0.0,7.772629737854004,10.626476287841797,0.6642233729362488,0.9785601496696472,0.02143973857164383,0.0,4.1403862269362435e-05,0.5197128057479858
2,1.0,0.24855558574199677,0.40396061539649963,0.07072506099939346,0.30835267901420593,0.6916475892066956,1.0,0.5618607401847839,0.868302047252655,1.0,1.417776346206665,4.4924116134643555,0.36074185371398926,0.7208477258682251,0.2791523337364197,0.4000000059604645,0.1631728857755661,0.868302047252655,1.0,1.077036738395691,3.0259060859680176,0.2897898554801941,0.6480790376663208,0.35192108154296875,0.4000000059604645,0.1631728857755661,0.5618607401847839,1.0,0.6883124113082886,1.3623000383377075,0.18833023309707642,0.5374375581741333,0.46256279945373535,1.0,0.33155980706214905,0.868302047252655,1.0,0.22389566898345947,0.43034571409225464,0.06450023502111435,0.25095272064208984,0.7490476369857788,1.0,0.33155980706214905,0.5618607401847839,1.0,0.47230297327041626,1.8672224283218384,0.1442738175392151,0.3995985984802246,0.6004018187522888,0.6000000238418579,0.474250853061676,0.868302047252655,1.0,0.45714715123176575,1.158595085144043,0.12232865393161774,0.3236989378929138,0.6763014197349548,0.6000000238418579,0.474250853061676,0.5618607401847839,1.0,1.3261818885803223,4.349028587341309,0.34518492221832275,0.7022849917411804,0.2977152168750763,0.4000000059604645,0.182146355509758,0.868302047252655,1.0,1.0351061820983887,2.9585916996002197,0.28081727027893066,0.6359096169471741,0.3640906810760498,0.4000000059604645,0.182146355509758,0.5618607401847839,0.0,8.665764808654785,11.928964614868164,0.676311731338501,0.9882704019546509,0.011729621328413486,0.0,8.242297190008685e-05,0.868302047252655
3,1.0,0.2213357388973236,0.22714821994304657,0.049347952008247375,0.21014174818992615,0.7898585200309753,0.800000011920929,0.4593196213245392,0.4045078754425049,0.0,1.139777421951294,1.7666079998016357,0.23668673634529114,0.5656160116195679,0.43438440561294556,0.6000000238418579,0.07192505896091461,0.4045078754425049,0.0,1.1799731254577637,1.3385109901428223,0.23088331520557404,0.5584144592285156,0.44158580899238586,0.6000000238418579,0.07192505896091461,0.4593196213245392,1.0,0.2802112102508545,0.379197359085083,0.06659547984600067,0.25774359703063965,0.7422568798065186,0.800000011920929,0.34409406781196594,0.4045078754425049,1.0,0.11332628130912781,0.14946842193603516,0.029901796951889992,0.1863832175731659,0.8136171102523804,1.0,0.34409406781196594,0.4593196213245392,0.0,1.3433691263198853,3.132927179336548,0.291422963142395,0.6061866283416748,0.393813818693161,0.6000000238418579,0.05997030809521675,0.4045078754425049,0.0,1.4009140729904175,2.2747998237609863,0.28872931003570557,0.6112164258956909,0.38878387212753296,0.6000000238418579,0.05997030809521675,0.4593196213245392,0.0,1.38844895362854,2.8628628253936768,0.290916383266449,0.6107466220855713,0.38925376534461975,0.6000000238418579,0.04736445099115372,0.4045078754425049,0.0,1.444482684135437,2.1258816719055176,0.2873716354370117,0.6104448437690735,0.3895556330680847,0.6000000238418579,0.04736445099115372,0.4593196213245392,0.0,5.755888938903809,9.197023391723633,0.6391225457191467,0.9603350758552551,0.03966503217816353,0.0,0.00033512336085550487,0.4045078754425049
4,1.0,0.08459842205047607,0.30879297852516174,0.02790462225675583,0.09085516631603241,0.9091449975967407,0.6000000238418579,0.9029439687728882,0.993261992931366,0.0,8.50507640838623,8.170524597167969,0.6849141120910645,0.9959027767181396,0.004097359254956245,0.0,0.0001893634907901287,0.993261992931366,0.0,7.820065975189209,5.878464698791504,0.638200581073761,0.9623745083808899,0.03762553259730339,0.20000000298023224,0.0001893634907901287,0.9029439687728882,0.0,4.938845634460449,7.341648101806641,0.6616734862327576,0.9872790575027466,0.012721188366413116,0.0,0.006784307770431042,0.993261992931366,0.0,4.414113998413086,4.320910453796387,0.583095371723175,0.9329442977905273,0.06705592572689056,0.20000000298023224,0.006784307770431042,0.9029439687728882,0.0,5.604076862335205,7.997111797332764,0.6717121601104736,0.9912244081497192,0.008775847032666206,0.0,0.0034848498180508614,0.993261992931366,0.0,5.08151388168335,5.1146159172058105,0.6111031770706177,0.9458009004592896,0.05419926345348358,0.20000000298023224,0.0034848498180508614,0.9029439687728882,0.0,8.634739875793457,8.178081512451172,0.685045599937439,0.9959440231323242,0.004056117497384548,0.0,0.00016621575923636556,0.993261992931366,0.0,7.939891815185547,5.883939266204834,0.6385127305984497,0.9624929428100586,0.037507154047489166,0.20000000298023224,0.00016621575923636556,0.9029439687728882,0.0,14.152850151062012,13.441075325012207,0.6894515752792358,0.9979445934295654,0.0020555693190544844,0.0,6.592164254470845e-07,0.993261992931366
5,1.0,0.0032900935038924217,0.01321993675082922,0.0010768990032374859,0.0034109018743038177,0.9965890645980835,0.800000011920929,0.9964892268180847,0.999851644039154,0.0,4.083779335021973,14.661474227905273,0.6499670147895813,0.9830529689788818,0.016947168856859207,0.0,0.016823265701532364,0.999851644039154,0.0,4.072535514831543,11.124954223632812,0.6476133465766907,0.9817785620689392,0.01822146773338318,0.0,0.016823265701532364,0.9964892268180847,1.0,0.4231475591659546,4.546794891357422,0.13759401440620422,0.3453204035758972,0.6546797752380371,0.20000000298023224,0.654545783996582,0.999851644039154,1.0,0.420036643743515,3.1776885986328125,0.1357795000076294,0.34338030219078064,0.6566199064254761,0.20000000298023224,0.654545783996582,0.9964892268180847,0.0,1.5764521360397339,11.042318344116211,0.4166613817214966,0.7933560013771057,0.2066442370414734,0.4000000059604645,0.2065105438232422,0.999851644039154,0.0,1.5684319734573364,6.5754852294921875,0.41398537158966064,0.7914297580718994,0.2085704803466797,0.20000000298023224,0.2065105438232422,0.9964892268180847,0.0,4.649229049682617,15.128728866577148,0.6657981276512146,0.9903185963630676,0.009681161493062973,0.0,0.00955681037157774,0.999851644039154,0.0,4.636669635772705,11.471640586853027,0.6636003255844116,0.9891630411148071,0.01083681732416153,0.0,0.00955681037157774,0.9964892268180847,0.0,7.227176189422607,17.933603286743164,0.6899287104606628,0.999161422252655,0.0008387008565478027,0.0,0.0007255289820022881,0.999851644039154
6,1.0,0.034313395619392395,0.03777068480849266,0.007999524474143982,0.03432606905698776,0.9656741619110107,0.800000011920929,0.8895092010498047,0.8910513520240784,0.0,2.245906352996826,4.126660346984863,0.4797605872154236,0.8525130152702332,0.14748725295066833,0.4000000059604645,0.07208482921123505,0.8910513520240784,0.0,2.1821703910827637,3.916703939437866,0.46295103430747986,0.8286759257316589,0.1713244616985321,0.6000000238418579,0.07208482921123505,0.8895092010498047,1.0,0.17662709951400757,0.3322267532348633,0.04542126879096031,0.14254754781723022,0.8574526906013489,0.6000000238418579,0.8019505739212036,0.8910513520240784,1.0,0.13509024679660797,0.2566172182559967,0.03872060775756836,0.13388927280902863,0.866111159324646,0.6000000238418579,0.8019505739212036,0.8895092010498047,1.0,0.5802555084228516,1.6589915752410889,0.17391608655452728,0.45580029487609863,0.5442001223564148,0.6000000238418579,0.44890156388282776,0.8910513520240784,1.0,0.5600457787513733,1.560479760169983,0.16789643466472626,0.4501919746398926,0.5498084425926208,0.6000000238418579,0.44890156388282776,0.8895092010498047,1.0,1.3933992385864258,3.1743483543395996,0.3547280430793762,0.7325250506401062,0.2674751877784729,0.4000000059604645,0.1780967265367508,0.8910513520240784,1.0,1.3446987867355347,2.990173816680908,0.3394278585910797,0.7161652445793152,0.28383514285087585,0.6000000238418579,0.1780967265367508,0.8895092010498047,0.0,16.448875427246094,12.440337181091309,0.6828573942184448,0.9935255646705627,0.006474334746599197,0.0,2.4641611418019238e-08,0.8910513520240784
7,1.0,0.0024762817192822695,0.010710184462368488,0.0008399515645578504,0.002627341542392969,0.9973727464675903,0.6000000238418579,0.9972870349884033,0.9999088048934937,0.0,4.1338019371032715,17.890155792236328,0.6517930626869202,0.9839046597480774,0.016095345839858055,0.0,0.016010094434022903,0.9999088048934937,0.0,4.1242780685424805,14.34214973449707,0.649869441986084,0.983006477355957,0.016993513330817223,0.20000000298023224,0.016010094434022903,0.9972870349884033,1.0,0.10123861581087112,1.1596322059631348,0.034549713134765625,0.0965389609336853,0.9034613370895386,0.4000000059604645,0.9033752679824829,0.9999088048934937,1.0,0.09820177406072617,0.7984352111816406,0.03294653445482254,0.09497641026973724,0.9050238132476807,0.6000000238418579,0.9033752679824829,0.9972870349884033,1.0,1.5664218664169312,12.902313232421875,0.414856493473053,0.7912744283676147,0.20872582495212555,0.6000000238418579,0.20863452553749084,0.9999088048934937,1.0,1.5555676221847534,9.318202018737793,0.4114009737968445,0.7889325618743896,0.21106769144535065,0.4000000059604645,0.20863452553749084,0.9972870349884033,0.0,4.3844895362854,18.08113670349121,0.6593713760375977,0.9874553680419922,0.012544828467071056,0.0,0.012459837831556797,0.9999088048934937,0.0,4.37462854385376,14.305513381958008,0.6575115919113159,0.986565113067627,0.013435098342597485,0.20000000298023224,0.012459837831556797,0.9972870349884033,0.0,8.298742294311523,24.67215347290039,0.6919107437133789,0.9996771216392517,0.00032302658655680716,0.0,0.0002486127777956426,0.9999088048934937
8,1.0,0.24978011846542358,0.17616218328475952,0.04617944732308388,0.18672780692577362,0.8132723569869995,0.800000011920929,0.7266007661819458,0.6279999017715454,0.0,2.7269883155822754,3.524533271789551,0.4719359874725342,0.8354069590568542,0.16459324955940247,0.4000000059604645,0.017637088894844055,0.6279999017715454,0.0,2.859307289123535,3.3957009315490723,0.4736132025718689,0.8268900513648987,0.17311012744903564,0.4000000059604645,0.017637088894844055,0.7266007661819458,1.0,0.7542585134506226,1.5624793767929077,0.1944732666015625,0.5282397270202637,0.47176045179367065,0.6000000238418579,0.23820015788078308,0.6279999017715454,1.0,0.773598849773407,1.4776756763458252,0.20638447999954224,0.5524482131004333,0.44755199551582336,0.6000000238418579,0.23820015788078308,0.7266007661819458,0.0,2.784215211868286,3.88911771774292,0.48264992237091064,0.8483912944793701,0.15160861611366272,0.20000000298023224,0.01819431409239769,0.6279999017715454,0.0,2.8719186782836914,3.7035109996795654,0.48435264825820923,0.844853401184082,0.15514643490314484,0.20000000298023224,0.01819431409239769,0.7266007661819458,0.0,2.7680230140686035,3.5972557067871094,0.4743906259536743,0.8366633057594299,0.163336843252182,0.20000000298023224,0.016719352453947067,0.6279999017715454,0.0,2.8997435569763184,3.4407520294189453,0.4755231440067291,0.8281345963478088,0.17186561226844788,0.20000000298023224,0.016719352453947067,0.7266007661819458,0.0,11.569364547729492,8.56249713897705,0.6539278626441956,0.9718524217605591,0.028147529810667038,0.0,2.3596720666319015e-07,0.6279999017715454
9,1.0,0.32515406608581543,0.4315336048603058,0.08651324361562729,0.3731260895729065,0.6268741488456726,1.0,0.3925340473651886,0.7647526264190674,0.0,5.048425674438477,4.681815147399902,0.5019800662994385,0.8052346706390381,0.19476577639579773,0.4000000059604645,0.0010123845422640443,0.7647526264190674,0.0,2.8962619304656982,3.7423572540283203,0.36847251653671265,0.6115635633468628,0.38843682408332825,0.4000000059604645,0.0010123845422640443,0.3925340473651886,0.0,4.139548301696777,7.128856658935547,0.5492585897445679,0.8522109389305115,0.14778928458690643,0.20000000298023224,0.004019032698124647,0.7647526264190674,0.0,2.613995313644409,7.091906547546387,0.45836472511291504,0.7933576107025146,0.20664265751838684,0.20000000298023224,0.004019032698124647,0.3925340473651886,0.0,4.265323162078857,2.527536630630493,0.43776118755340576,0.7866201400756836,0.2133801430463791,0.4000000059604645,0.0022435770370066166,0.7647526264190674,0.0,2.1663849353790283,1.5383044481277466,0.25484997034072876,0.5246204137802124,0.475380003452301,0.4000000059604645,0.0022435770370066166,0.3925340473651886,0.0,5.1419997215271,3.4158475399017334,0.470514178276062,0.7988520264625549,0.20114834606647491,0.4000000059604645,0.0007905869279056787,0.7647526264190674,0.0,2.7859556674957275,2.3943982124328613,0.31373560428619385,0.5355566143989563,0.46444374322891235,0.4000000059604645,0.0007905869279056787,0.3925340473651886,0.0,14.696678161621094,11.38651180267334,0.6923319697380066,0.9993718266487122,0.0006284309201873839,0.0,1.2997934106806497e-07,0.7647526264190674
